"url","text"
"https://www.facebook.com/reel/2032242174000635/","You can vote for the city council if all of these apply to you:

🗳️ You are 18 years or older.
🗳️ You are registered as a resident of Amsterdam.
🗳️ You are an EU citizen, or you have been registered in the Netherlands without interruption for at least 5 years.

Another way to find out if you’re eligible to vote, is to check whether you’ve received a voting pass in your mail. 

We encourage you to go vote, because you can let your voice be heard regarding local policies for the next four years. Think about housing policies, urban planning and design, waste management, and so much more. You can check which party represents your views by, for example, filling in the questionnaire of amsterdam.kieskompas.nl or another (trustworthy) voting tool of your municipality (check your municipality website for more advice on this). Be cautious when using AI tools for voting advise because research shows that these can contain incorrect information regarding political parties and their standpoints. 

The turnout in local elections is often low (in 2022 it was around 50%), especially among young people. So let’s make a difference, use our right to vote and let our voices be heard coming 18 March.

The polling stations in which you can cast your vote will be all around Amsterdam. It’s also possible to vote in our University Library in the University Quarter @uva_library, @creaamsterdam at REC and at Science Park. You can find all the stations in Amsterdam via stembureaus.amsterdam.nl."
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02UdEmDknPr5QR4ZUroGf39yrtFzJqJgekEEnWjxTLAkVpe98HP5rwym7wFaWaTgoml","Feeling overwhelmed by deadlines, exams, or expectations? 💭 Swipe for answers ➡️

In this video, researcher Lara Solms answers your questions about stress: what it does to your productivity, how to recognize it early, and what actually helps.

🎓 Topics that are covered:
- stress management in daily life
- when does stress become unhealthy?
- procrastinating
- stress vs. anxiety

To learn more about stress, head over to the UvA-website, link in bio 📲"
"https://www.facebook.com/reel/1500686308147225/","Are you thinking about studying in Amsterdam? You’re welcome to visit our campuses next Friday (13 March) during the Open Campus Day!

Come and taste the atmosphere during this open day. Explore the campus, take a tour, and browse through our Bachelor’s programmes at the study fair, follow mini lectures and talk to students.

More info via link in bio 🔗"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02SSSmnTY41fBMDGuTj8ka5gsnFUodbv4VYRpsEoo3H9H69GZzCpXBx6WcbTSRahmKl","Sitting-in-the-grass-during-study-breaks-season has opened! 🫶☀️"
"https://www.facebook.com/reel/1379522183857624/","🎉 Science Park in Minecraft downloaded over 2 million times - and it teaches you quantum mechanics?! 

⛏️💎 The game is designed to make quantum mechanics accessible to a broad audience, from young to old, by linking this complex and abstract subject to something gamers already know and enjoy. From shooting arrows to solving redstone puzzles. Download link in bio❗#minecraft #gaming #quantum"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid0FLsSx89Eiphi3M2Ki1LUDYzDkgVGttrpTCDC2SerSJzZrWd428xDn6HFv3oiFG6pl","To be honest, when walking around the campuses, our social team is often in awe by how cool you all dress. So we decided to make a social series around fashion. You inspired us! 🫶

From bold colours to all-black basics, every outfit has a story, so we asked students walking around Roeterseiland in between lectures and seminars to share theirs in one line."
"https://www.facebook.com/reel/2738022079894756/","De Nieuwe Mensa celebrates its first anniversary! What started as a critical student initiative, offering an affordable alternative for food and drink on campus, has grown into De Nieuwe Mensa: a popular and vibrant spot on the Roeterseiland Campus. For a full year, students have been able to enjoy affordable, vegan meals, made by students. A milestone worth celebrating 🎉

We visited Leo, one of the chefs at De Nieuwe Mensa, and asked him to share one of the Nieuwe Mensa’s recipes so that we can try to make this ourselves at home. It’s a perfect meal to make during this ‘Wissel ’ns Wat’ week (previously ‘de week zonder vlees’ or ‘the week without meat), a national campaign that aims to encourage us to make vegan meals a more consistent part of our diets. 🌱

Full recipe in the comments! 🫶"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02koMRWfxSYK9zqP8VWjVTJ5dxVurHYntEiuZ4nM2NwTDiws4dVzMHhiELC9VHCHi6l","To mark International Women’s day (8 March), there are several events organized on our campuses. You can find all the info about these events (including sign-up forms) via student.uva.nl ➡️ events."
"https://www.facebook.com/reel/1437632054830246/","Does anyone know what the purple flowers are called?"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02WfWfN1XDRweNi7VE7mTRtzJ78E6o4HSGZEzG8MKsTk4zZpMHMSTX6NUK2StL3K3wl","Meet Iqra Yalahow! Iqra is a 3rd year medical student at the @uvafaculteitdergeneeskunde and this years Social Events Manager at @sv_MUSA (Muslim University Students of Amsterdam). As svMUSA’s Social Events Manager, Iqra organizes a variety of get-togethers during this year’s ramadan, like the pot-luck iftar this evening at @creaamsterdam that celebrates different cuisines around the world. Today, she’s taking over our Instagram account to share a day in her life 🤳"
"https://www.facebook.com/reel/890864493568754/","Are you thinking about studying in Amsterdam? During the Bachelor’s Week you will learn all about our Bachelor’s programmes and the UvA. Sign up for our Online Information Sessions and visit the Open Campus Day. 🤓📚

Online Information Sessions
Monday 9 to Friday 13 March
♦️ Explore the bachelor’s programmes you’re interested in
♦️ Join live online information sessions for each programme with students and lecturers
♦️ Ask all your questions
♦️ You can also sign up for a general information session about choosing a programme, practical matters, or living in Amsterdam

Open Campus Day
Friday 13 March, 2:00 PM – 7:00 PM
♦️ On campus at our locations in Amsterdam
♦️ Experience the atmosphere, explore the campus, and visit all programmes at the information market
♦️ Attend mini-lectures or short information sessions and talk to students

Sign up now via the link in bio 🔗 #universityofamsterdam #study #openday"
"https://www.facebook.com/reel/1258374143053594/","Open Campus Dag: 13 maart 🎓

Wil je weten welke studie bij jou past? Tijdens de Bachelorweek kom je alles te weten over onze opleidingen en studeren aan de UvA. 

De Bachelorweek bestaat uit twee verschillende onderdelen:

1️⃣ Online informatierondes
Maandag 9 t/m vrijdag 13 maart
♦️Verdiep je in de bachelors van jouw interesse
♦️Online, live informatierondes per studie met studenten en docenten
♦️Stel al je vragen
♦️Geef je ook op voor een algemene informatieronde over studiekeuze, praktische zaken of wonen in Amsterdam

2️⃣ Open Campus Dag
♦️Vrijdag 13 maart van 14.00 tot 19.00 uur
♦️Op locatie op de campussen in Amsterdam
♦️Proef de sfeer, verken de campus, loop langs alle studies op de studiemarkt
♦️Volg minicolleges of korte informatierondes en spreek studenten

Meld je nu aan via de link in bio 🔗

#student #amsterdam #universiteitvanamsterdam #studentlife #dayinthelife"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02GKsrjvrXjguRPAHNPhS5KfVqkEycSKNLYTK14zHkmSbRSBbZaauzsgFyAfxqqRyTl","@uva_library in the University Quarter captured by @noemi_sum21 ✨"
